Drop_point,Shipment_Mode,Dosage_Form,Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Weight,Freight_Cost,Line_Item_Insurance,Delivery_Status,Pickup_Point
Côte d'Ivoire,,Tablet - FDC,6945,71186.25,10.25,0.17,650.0,2457.0,,On time,India
Zimbabwe,,Tablet,2329,7615.83,3.27,0.05,153.0,1013.24,12.19,On time,India
Tanzania,Air,Tablet,6781,242759.8,35.8,0.6,675.0,2440.0,,On time,India
Côte d'Ivoire,,Test kit,50,4000.0,80.0,0.8,15.0,1363.0,,On time,Others
Mozambique,Air,Tablet,570,20235.0,35.5,0.59,,,,On time,India
Nigeria,,Tablet,1198,4276.86,3.57,0.06,,,,On time,India
Côte d'Ivoire,,Tablet,268,9594.4,35.8,0.6,151.0,1516.0,,On time,India
Tanzania,Air,Tablet - FDC,3386,25395.0,7.5,0.12,31.0,1589.0,,On time,India
Côte d'Ivoire,,Tablet - FDC,54263,108526.0,2.0,0.07,,,173.64,On time,India
Tanzania,,Tablet - FDC,3386,25395.0,7.5,0.12,345.0,2554.39,40.63,On time,India
Others,Truck,Test kit,150,12000.0,80.0,0.8,49.0,1012.59,19.2,On time,Others
Rwanda,Air,Test kit,155,4960.0,32.0,1.6,55.0,1126.84,7.94,On time,
Zambia,,Tablet,52865,188728.05,3.57,0.06,9182.0,37695.46,301.96,On time,India
Rwanda,Air,Test kit,250,8000.0,32.0,1.6,78.0,1324.61,12.8,On time,
Nigeria,,Test kit,500,13500.0,27.0,1.35,115.0,1352.0,21.6,On time,
Guyana,Air,Tablet,209,1703.35,8.15,0.14,12.0,764.62,2.73,On time,India
Côte d'Ivoire,,Tablet,1051,37625.8,35.8,0.6,373.0,1850.0,60.2,On time,India
Mozambique,Air,Others,165,239.25,1.45,0.01,15.0,350.78,0.38,On time,India
Nigeria,Air,Others,253,442.75,1.75,0.03,15.0,460.0,0.71,On time,India
Côte d'Ivoire,,Tablet,18290,155830.8,8.52,0.14,1114.0,3473.0,249.33,On time,India
Côte d'Ivoire,,Others,3285,4993.2,1.52,0.03,,,7.99,On time,India
Tanzania,,Tablet,3896,139476.8,35.8,0.6,3369.0,9689.0,223.16,On time,India
Tanzania,,Test kit,8000,160000.0,20.0,0.8,2366.0,13952.38,256.0,On time,Others
Mozambique,Air,Others,143,5485.48,38.36,0.11,,,8.78,On time,Others
Mozambique,Air,Tablet - FDC,17191,300842.5,17.5,0.29,,,481.35,On time,India
Uganda,Air,Tablet,1859,6320.6,3.4,0.06,214.0,891.0,10.11,On time,India
Côte d'Ivoire,,Others,508,8620.76,16.97,0.09,,,13.79,On time,Others
Côte d'Ivoire,,Tablet,25799,87716.6,3.4,0.06,,,140.35,On time,India
Côte d'Ivoire,,Test kit,230,17480.0,76.0,1.9,917.0,6056.76,27.97,On time,
Côte d'Ivoire,,Test kit,615,46740.0,76.0,1.9,,,74.78,On time,
Côte d'Ivoire,,Tablet - FDC,10000,106800.0,10.68,0.18,,,170.88,On time,India
Ethiopia,,Others,13850,29777.5,2.15,0.01,,,47.64,On time,India
Ethiopia,,Others,15913,31348.61,1.97,0.01,,,50.16,On time,India
Ethiopia,,Others,14700,22344.0,1.52,0.03,,,35.75,On time,India
Zambia,,Others,1064,17024.0,16.0,0.18,128.0,944.21,27.24,On time,India
Côte d'Ivoire,,Test kit,450,34200.0,76.0,1.9,497.0,2650.36,54.72,On time,
Côte d'Ivoire,,Others,252,19817.28,78.64,0.29,1736.0,14182.54,31.71,On time,Others
Côte d'Ivoire,,Tablet,3200,131520.0,41.1,0.34,749.0,2717.0,210.43,On time,Others
Côte d'Ivoire,,Others,16,1258.24,78.64,0.29,295.0,1737.0,2.01,On time,Others
Côte d'Ivoire,,Others,526,41364.64,78.64,0.29,,,66.18,On time,Others
Zambia,,Others,1341,22126.5,16.5,0.07,395.0,3478.0,35.4,On time,India
Uganda,Air,Tablet,1717,21325.14,12.42,0.41,151.0,1157.58,34.12,On time,India
Côte d'Ivoire,Air,Others,1577,124015.28,78.64,0.29,3023.0,13721.28,198.42,On time,Others
Zambia,,Test kit,872,62775.28,71.99,0.72,,,100.44,On time,Others
Mozambique,Air,Tablet - FDC,821,57470.0,70.0,1.17,186.0,549.44,91.95,On time,Others
Nigeria,Air,Tablet,614,2032.34,3.31,0.06,,,3.25,On time,India
Nigeria,Air,Tablet,600,2142.0,3.57,0.06,,,3.43,On time,India
Nigeria,Air,Others,390,1010.1,2.59,0.01,,,1.62,On time,India
Côte d'Ivoire,Air,Test kit,350,25200.0,72.0,0.72,,,40.32,On time,Others
Zambia,,Others,2623,27279.2,10.4,0.1,159.0,1007.34,43.65,On time,Others
Zambia,,Others,5496,10827.12,1.97,0.01,6230.0,25739.49,17.32,On time,India
Nigeria,Air,Others,100,224.0,2.24,0.07,118.0,1616.04,0.36,On time,India
Mozambique,Air,Others,500,700.0,1.4,0.01,,,1.12,On time,India
Zimbabwe,Air,Tablet - FDC,1,2.0,2.0,0.07,63.0,598.08,0.0,On time,India
Uganda,Air,Tablet - FDC,1650,22275.0,13.5,0.22,197.0,1637.0,35.64,On time,India
Zambia,,Tablet,44135,548156.7,12.42,0.41,3801.0,13715.55,877.05,On time,India
Uganda,Air,Tablet - FDC,42,1102.5,26.25,0.88,464.0,3393.0,1.76,On time,Others
Côte d'Ivoire,Air,Others,3119,0.0,0.0,0.0,1088.0,2951.94,0.0,On time,India
Zambia,,Others,2066,33056.0,16.0,0.18,236.0,1448.2,52.89,On time,India
Ethiopia,Air,Others,219,383.25,1.75,0.03,16.0,472.5,0.61,On time,India
Ethiopia,Air,Tablet,1184,20128.0,17.0,0.57,49.0,639.75,32.2,On time,Others
Côte d'Ivoire,Air,Tablet,479,19686.9,41.1,0.34,421.0,5947.88,31.5,On time,Others
Ethiopia,Air,Others,1926,4140.9,2.15,0.01,807.0,2511.67,6.63,On time,India
Zimbabwe,Air,Tablet,627,7787.34,12.42,0.41,,,12.46,On time,India
Zimbabwe,Air,Tablet - FDC,37240,275576.0,7.4,0.12,4080.0,13317.2,440.92,On time,India
Haiti,Air,Others,100,1550.0,15.5,0.26,195.0,2587.9,2.48,On time,India
Mozambique,Air,Tablet - FDC,213,14910.0,70.0,1.17,,,23.86,Delivered Early,Others
Mozambique,Air,Others,343,17150.0,50.0,0.28,,,27.44,Delivered Early,Others
Ethiopia,Air,Others,1692,27072.0,16.0,0.18,182.0,1722.0,43.32,On time,Others
Zambia,,Tablet,50061,976189.5,19.5,0.65,3946.0,14199.3,1561.9,On time,Others
Ethiopia,Air,Tablet,591,10047.0,17.0,0.57,37.0,504.0,16.08,On time,Others
Rwanda,Air,Tablet,3150,9576.0,3.04,0.05,165.0,2559.28,15.32,On time,India
Zimbabwe,Air,Tablet - FDC,1600,3200.0,2.0,0.07,,,5.12,On time,India
Ethiopia,Air,Tablet,7511,25537.4,3.4,0.06,732.0,2724.27,40.86,On time,India
Guyana,Air,Tablet - FDC,1008,9576.0,9.5,0.16,,,15.32,On time,India
Zambia,,Tablet,44135,548156.7,12.42,0.41,3483.0,12643.63,877.05,On time,Others
Tanzania,Air,Others,2273,17615.75,7.75,0.13,2749.0,10654.94,28.19,On time,India
Côte d'Ivoire,Air,Others,5538,276900.0,50.0,0.28,1230.0,4680.1,443.04,Delivered Early,Others
Ethiopia,Air,Tablet,10000,81500.0,8.15,0.14,574.0,3787.32,130.4,On time,India
Mozambique,Air,Others,4300,43.0,0.01,0.0,,,0.07,On time,Others
Zimbabwe,Air,Tablet - FDC,1600,3200.0,2.0,0.07,2519.0,15252.7,5.12,On time,India
Zimbabwe,Air,Tablet - FDC,37240,275576.0,7.4,0.12,,,440.92,On time,India
Tanzania,Air,Tablet,11181,32536.71,2.91,0.05,566.0,3594.6,52.06,On time,India
Zambia,Truck,Tablet - FDC,12000,24000.0,2.0,0.07,700.0,954.13,38.4,On time,India
Tanzania,,Tablet,2580,106038.0,41.1,0.34,559.0,3562.4,169.66,On time,Others
Tanzania,Air,Tablet,50288,170979.2,3.4,0.06,,,273.57,On time,India
Côte d'Ivoire,Air,Others,1080,1890.0,1.75,0.03,4668.0,8787.28,3.02,On time,India
Nigeria,Air,Others,20,1000.0,50.0,0.28,1024.0,5226.6,1.6,On time,Others
Haiti,Air,Tablet,7380,21475.8,2.91,0.05,,,34.36,On time,India
Mozambique,Air,Tablet - FDC,73012,540288.8,7.4,0.12,14083.0,11053.53,864.46,Delayed,India
Zambia,,Tablet - FDC,27156,712845.0,26.25,0.88,9344.0,35246.5,1140.55,On time,Others
Zambia,Air,Tablet,4332,53803.44,12.42,0.41,338.0,1890.76,86.09,On time,Others
Zambia,,Tablet - FDC,50000,472500.0,9.45,0.16,4657.0,2348.92,756.0,On time,India
Zimbabwe,Air,Tablet - FDC,1600,3200.0,2.0,0.07,422.0,3335.15,5.12,On time,India
Tanzania,,Tablet - FDC,51364,487958.0,9.5,0.16,5372.0,16430.72,780.73,Delayed,India
Zambia,Truck,Tablet - FDC,40000,288000.0,7.2,0.12,7393.0,6051.02,460.8,On time,India
Haiti,Air,Test kit,25,1800.0,72.0,0.72,,,2.88,On time,Others
Haiti,Air,Others,160,2640.0,16.5,0.07,938.0,11340.2,4.22,On time,India
Uganda,Air,Others,4296,9021.6,2.1,0.01,1600.0,10314.28,14.43,On time,India
Nigeria,Air,Tablet - FDC,15000,393750.0,26.25,0.88,1365.0,9904.65,630.0,On time,Others
Uganda,Air,Tablet,1061,3607.4,3.4,0.06,106.0,1054.52,5.77,On time,India
Kenya,Truck,Others,240,1200.0,5.0,0.05,751.0,190.06,1.92,On time,Others
Nigeria,Air,Tablet - FDC,760,7182.0,9.45,0.16,199.0,1917.53,11.49,On time,India
Nigeria,Air,Others,16,22.4,1.4,0.01,,,0.04,On time,India
Mozambique,Air,Others,1428,71400.0,50.0,0.28,2955.0,4551.52,114.24,On time,Others
Ethiopia,Air,Tablet - FDC,65524,622478.0,9.5,0.16,14599.0,32146.52,995.96,On time,India
Zimbabwe,Air,Tablet - FDC,37240,275576.0,7.4,0.12,,,440.92,On time,India
Guyana,Air,Tablet,150,12330.0,82.2,0.68,34.0,1608.7,19.73,On time,Others
Haiti,Air,Test kit,30,2160.0,72.0,0.72,7.0,774.84,3.46,On time,Others
Zambia,,Tablet - FDC,40000,1050000.0,26.25,0.88,3512.0,1772.4,1680.0,On time,Others
Zimbabwe,Truck,Tablet - FDC,66268,490383.2,7.4,0.12,6606.0,22666.98,784.61,On time,India
Zimbabwe,Truck,Tablet - FDC,8000,16000.0,2.0,0.07,,,25.6,On time,India
Mozambique,Air,Tablet - FDC,38975,280620.0,7.2,0.12,13123.0,9161.95,448.99,On time,India
Tanzania,Air,Others,11640,90210.0,7.75,0.13,16778.0,9043.65,144.34,On time,India
Haiti,Air,Tablet,20186,64595.2,3.2,0.05,4218.0,43041.34,103.35,On time,India
Mozambique,Air,Tablet - FDC,15048,140698.8,9.35,0.16,1448.0,3613.31,275.77,On time,India
Mozambique,Air,Tablet - FDC,720,6732.0,9.35,0.16,66.0,772.04,13.19,On time,India
Tanzania,Air,Tablet - FDC,90323,668390.2,7.4,0.12,9635.0,52979.7,1069.42,On time,India
Kenya,Truck,Others,5000,50.0,0.01,0.0,,,0.1,On time,Others
Zambia,Truck,Tablet,44432,151068.8,3.4,0.06,2503.0,3629.37,296.09,On time,India
Nigeria,Air,Tablet,35400,120360.0,3.4,0.06,1987.0,14931.8,192.58,On time,India
Nigeria,Air,Tablet - FDC,10000,262500.0,26.25,0.88,878.0,4401.4,514.5,On time,Others
Zambia,Air,Tablet - FDC,32017,124866.3,3.9,0.06,2353.0,3210.18,199.79,On time,Others
Zambia,Air,Others,3200,6720.0,2.1,0.01,1120.0,8185.2,13.17,On time,India
Côte d'Ivoire,Air,Tablet,21225,72165.0,3.4,0.06,2521.0,14336.95,141.44,On time,India
Uganda,Air,Tablet - FDC,20000,236000.0,11.8,0.2,2283.0,13586.1,462.56,On time,India
Zimbabwe,Truck,Tablet - FDC,76000,562400.0,7.4,0.12,8912.0,35513.01,1102.3,On time,India
Zambia,,Tablet,50000,600500.0,12.01,0.4,3880.0,3817.12,960.8,On time,Others
Mozambique,Truck,Tablet - FDC,80000,576000.0,7.2,0.12,11515.0,,921.6,On time,India
Tanzania,Truck,Tablet - FDC,123317,912545.8,7.4,0.12,13253.0,64506.78,1460.07,On time,India
Uganda,Air,Tablet - FDC,1893,22337.4,11.8,0.2,215.0,2408.91,43.78,On time,India
Uganda,Air,Tablet,42,1726.2,41.1,0.34,123.0,845.37,3.38,On time,Others
Côte d'Ivoire,Air,Others,3271,55476.16,16.96,0.09,933.0,3409.91,108.73,On time,Others
Haiti,Air,Others,325,5512.0,16.96,0.09,2085.0,23866.2,10.8,On time,Others
Haiti,Air,Others,56,2800.0,50.0,0.28,,,5.49,On time,Others
Haiti,Air,Others,5216,10014.72,1.92,0.01,,,19.63,On time,India
Zimbabwe,Truck,Tablet - FDC,76000,562400.0,7.4,0.12,8848.0,37040.86,1102.3,On time,India
Mozambique,Air,Others,40,1644.0,41.1,0.14,52.0,1287.77,3.22,On time,Others
Côte d'Ivoire,Air,Tablet - FDC,23524,206070.24,8.76,0.15,3155.0,9021.82,403.9,On time,India
Nigeria,Air,Others,2,76.72,38.36,0.11,,,0.12,On time,Others
Haiti,Air,Others,1000,1500.0,1.5,0.02,10435.0,121330.06,2.94,On time,India
Zambia,Truck,Tablet,5000,60050.0,12.01,0.4,4247.0,8231.95,96.08,On time,Others
Haiti,Air,Others,1000,15260.0,15.26,0.17,,,29.91,On time,India
Nigeria,Air,Tablet - FDC,12304,322980.0,26.25,0.88,5197.0,21895.01,633.04,On time,Others
Nigeria,Air,Tablet - FDC,139,3648.75,26.25,0.88,192.0,13538.35,7.15,On time,Others
Uganda,Air,Tablet,500,1450.0,2.9,0.05,26.0,1096.71,2.84,On time,India
Haiti,Air,Tablet,8192,90112.0,11.0,0.37,9516.0,101348.75,144.18,On time,Others
Ethiopia,Air,Tablet,3068,52156.0,17.0,0.57,2002.0,10460.94,102.23,On time,Others
Haiti,Air,Tablet,8100,23571.0,2.91,0.05,404.0,5866.29,46.2,On time,India
Zambia,Truck,Tablet,50000,600500.0,12.01,0.4,3842.0,15281.81,960.8,On time,Others
Côte d'Ivoire,Air,Tablet - FDC,32256,301593.6,9.35,0.16,5589.0,22758.49,591.12,On time,India
Nigeria,Air,Tablet - FDC,2871,75363.75,26.25,0.88,249.0,6443.61,147.71,On time,Others
Nigeria,Air Charter,Tablet - FDC,5426,61856.4,11.4,0.19,610.0,,121.24,On time,India
Nigeria,Air Charter,Tablet - FDC,49385,562989.0,11.4,0.19,5553.0,11492.86,1103.46,On time,India
Côte d'Ivoire,Air,Tablet,12480,512928.0,41.1,0.34,2803.0,8669.38,1005.34,On time,Others
Côte d'Ivoire,Air,Others,4660,31361.8,6.73,0.02,,,61.47,On time,Others
Haiti,Air,Others,210,3360.0,16.0,0.18,26.0,997.46,5.38,On time,India
Côte d'Ivoire,Air,Others,365,15001.5,41.1,0.14,,,29.4,On time,Others
Zimbabwe,Truck,Tablet,4000,48040.0,12.01,0.4,8523.0,35673.58,94.16,On time,India
Rwanda,Air,Tablet,7350,22050.0,3.0,0.05,404.0,3366.98,43.22,On time,India
Tanzania,Truck,Tablet - FDC,37440,982800.0,26.25,0.88,5712.0,5873.0,1926.29,On time,Others
Kenya,Truck,Test kit,15000,1200000.0,80.0,0.8,,,2352.0,On time,Others
Nigeria,Air Charter,Tablet - FDC,69491,792197.4,11.4,0.19,7798.0,15128.37,1552.71,On time,India
Guyana,Air,Tablet,489,3770.19,7.71,0.13,28.0,1047.24,7.39,On time,India
Uganda,Air,Tablet - FDC,260,6825.0,26.25,0.88,28.0,1180.71,13.38,On time,Others
Uganda,Air,Tablet,90,219.6,2.44,0.04,5.0,537.32,0.43,On time,India
Uganda,Air,Tablet,100,4110.0,41.1,0.34,23.0,1152.63,8.06,On time,Others
Mozambique,Truck,Tablet,2106,5138.64,2.44,0.04,3545.0,3599.76,10.07,On time,India
Others,Truck,Others,150,1.5,0.01,0.0,,,0.0,On time,India
Others,Air,Tablet,1250,11250.0,9.0,0.3,1787.0,12798.04,22.05,On time,Others
Zambia,Truck,Tablet,100000,1100000.0,11.0,0.37,7735.0,15922.67,2156.0,On time,India
Nigeria,Air Charter,Tablet - FDC,5512,39245.44,7.12,0.12,1165.0,7329.83,76.92,On time,India
Nigeria,Air,Tablet - FDC,264,2312.64,8.76,0.15,27.0,1012.18,4.53,On time,Others
Uganda,Air,Tablet,105,809.55,7.71,0.13,6.0,1053.86,1.59,On time,India
Nigeria,Air Charter,Tablet - FDC,21765,154966.8,7.12,0.12,1984.0,7329.83,303.73,On time,India
Uganda,Air,Tablet - FDC,11216,127301.6,11.35,0.19,1894.0,13293.41,249.51,On time,India
Nigeria,Air Charter,Tablet - FDC,3994,45531.6,11.4,0.19,452.0,7329.83,89.24,On time,India
Nigeria,Air Charter,Others,3000,45780.0,15.26,0.17,,,89.73,On time,India
Guyana,Air,Tablet,810,6245.1,7.71,0.13,47.0,1000.51,12.24,On time,India
Côte d'Ivoire,Air,Tablet - FDC,10480,39824.0,3.8,0.06,786.0,11032.42,78.06,On time,India
Zambia,Truck,Tablet,37059,407649.0,11.0,0.37,2876.0,4506.18,798.99,On time,India
Haiti,Air,Others,1092,2446.08,2.24,0.07,1585.0,6811.39,4.79,On time,India
Haiti,Air,Others,2304,4423.68,1.92,0.01,,,8.67,On time,India
Côte d'Ivoire,Air,Others,2052,3591.0,1.75,0.03,,,7.04,On time,India
Uganda,Air,Tablet,192,1445.76,7.53,0.13,11.0,1112.31,2.83,On time,India
Uganda,Air,Tablet,3740,26441.8,7.07,0.24,322.0,3054.1,51.83,On time,India
Côte d'Ivoire,Air,Tablet,8732,25322.8,2.9,0.05,485.0,7302.48,49.63,On time,India
Nigeria,Air Charter,Tablet - FDC,441,5181.75,11.75,0.39,36.0,9341.49,10.16,On time,Others
Côte d'Ivoire,Air,Tablet - FDC,576,6768.0,11.75,0.39,47.0,1234.91,13.27,On time,Others
Others,Air,Others,200,2.0,0.01,0.0,,,0.0,On time,Others
Others,Air,Tablet,100,1.0,0.01,0.0,,,0.0,On time,Others
Others,Air,Tablet - FDC,42,0.42,0.01,0.0,,,0.0,On time,India
Zambia,Truck,Tablet,34036,196728.08,5.78,0.19,2901.0,4897.42,424.15,On time,India
Mozambique,Air,Tablet - FDC,2510,9789.0,3.9,0.06,190.0,1317.4,21.11,On time,India
Nigeria,Air Charter,Tablet - FDC,3,34.2,11.4,0.19,1.0,,0.07,On time,India
Mozambique,Air,Tablet,1788,5721.6,3.2,0.05,205.0,1380.45,12.34,On time,India
Nigeria,Air,Tablet - FDC,5,58.75,11.75,0.39,1.0,19480.97,0.13,Delivered Early,Others
Côte d'Ivoire,,Tablet,4350,70687.5,16.25,0.54,,,,On time,India
Côte d'Ivoire,,Tablet,3024,49140.0,16.25,0.54,275.0,1448.0,,Delayed,India
Mozambique,Air,Others,1217,69429.85,57.05,0.48,,,,On time,India
Mozambique,Air,Tablet - FDC,6156,68577.84,11.14,0.19,,,,On time,India
Côte d'Ivoire,,Tablet,528,8976.0,17.0,0.57,368.0,1619.0,,On time,Others
Côte d'Ivoire,,Others,482,37596.0,78.0,0.29,,,,On time,Others
Rwanda,Air,Test kit,60,8340.0,139.0,1.39,353.0,3684.6,,On time,
Others,,Test kit,100,8000.0,80.0,0.8,32.0,695.23,,On time,Others
Nigeria,,Others,1260,2016.0,1.6,0.03,988.0,4251.0,,On time,India
Zimbabwe,,Tablet,400,16440.0,41.1,0.34,87.0,907.41,,On time,Others
Zambia,,Tablet,1000,35800.0,35.8,0.6,4436.0,18375.7,,On time,India
Zambia,,Tablet,50112,814821.12,16.26,0.54,,,,On time,India
Côte d'Ivoire,,Tablet,10000,162500.0,16.25,0.54,901.0,3006.0,,On time,India
Nigeria,,Others,5709,117034.5,20.5,0.17,1238.0,6433.28,,On time,Others
Mozambique,Air,Tablet,25003,418800.25,16.75,0.56,2177.0,2912.01,,On time,India
Mozambique,Air,Others,460,9683.0,21.05,0.09,,,,On time,India
Others,,Test kit,30,12000.0,400.0,4.0,72.0,947.05,,On time,Others
Côte d'Ivoire,,Tablet - FDC,10000,102500.0,10.25,0.17,980.0,3179.0,,On time,India
Zambia,,Tablet - FDC,50549,518127.25,10.25,0.17,4680.0,19288.91,,On time,India
Mozambique,Air,Tablet,4444,159095.2,35.8,0.6,633.0,,,On time,India
Côte d'Ivoire,,Tablet,4000,164400.0,41.1,0.34,1015.0,3256.0,263.04,On time,Others
Côte d'Ivoire,,Tablet,2000,71600.0,35.8,0.6,,,114.56,On time,India
Côte d'Ivoire,,Others,4402,220100.0,50.0,0.28,994.0,3501.0,,On time,Others
Côte d'Ivoire,Air,Others,4515,10113.6,2.24,0.07,259.0,1574.0,16.18,On time,India
Zambia,,Tablet - FDC,66370,680292.5,10.25,0.17,6243.0,25729.7,1088.47,On time,India
Côte d'Ivoire,,Tablet,1200,42960.0,35.8,0.6,,,,On time,India
Nigeria,,Others,700,1064.0,1.52,0.03,,,1.7,On time,India
Mozambique,Air,Others,397,8356.85,21.05,0.09,141.0,411.07,13.37,On time,India
Nigeria,,Tablet - FDC,1319,9892.5,7.5,0.12,1656.0,8331.36,15.83,On time,India
Nigeria,,Tablet - FDC,1018,7838.6,7.7,0.13,,,12.54,On time,India
Tanzania,Air,Tablet,3000,123300.0,41.1,0.34,1422.0,4198.0,197.28,On time,Others
Tanzania,Air,Others,157,6022.52,38.36,0.11,547.0,2094.0,9.64,On time,Others
Côte d'Ivoire,,Tablet - FDC,86821,173642.0,2.0,0.07,5697.0,14893.0,277.83,On time,India
Côte d'Ivoire,,Tablet - FDC,32436,243270.0,7.5,0.12,3203.0,8258.0,389.23,On time,India
Haiti,Air,Test kit,75,10425.0,139.0,1.39,50.0,791.84,16.68,On time,
Mozambique,Air,Others,400,6780.0,16.95,0.19,3340.0,3438.84,10.85,On time,India
Rwanda,Air,Test kit,150,20850.0,139.0,1.39,130.0,1676.91,33.36,On time,
Côte d'Ivoire,,Test kit,12,3698.04,308.17,17.12,46.0,1607.0,5.92,On time,
Côte d'Ivoire,,Tablet,25037,407101.62,16.26,0.54,2213.0,18101.32,651.36,On time,India
Tanzania,Air,Tablet,23814,387215.64,16.26,0.54,2102.0,5834.0,619.55,On time,India
Mozambique,Air,Others,271,4593.45,16.95,0.19,,,7.35,On time,India
Uganda,,Others,294,446.88,1.52,0.03,14.0,632.6,0.72,On time,India
Uganda,Air,Tablet,1717,21325.14,12.42,0.41,,,34.12,On time,India
Zambia,,Tablet,85000,289000.0,3.4,0.06,14311.0,63886.29,462.4,On time,India
Zambia,,Tablet,69783,1360768.5,19.5,0.65,,,2177.23,On time,India
Mozambique,Air,Tablet,200,608.0,3.04,0.05,4241.0,25442.0,0.97,On time,India
Ethiopia,,Tablet,60029,182488.16,3.04,0.05,,,291.98,On time,India
Côte d'Ivoire,,Others,4286,9214.9,2.15,0.01,,,14.74,On time,India
Zambia,,Others,2324,37184.0,16.0,0.18,,,59.49,On time,India
Côte d'Ivoire,Air,Test kit,595,42834.05,71.99,0.72,200.0,1642.0,68.53,On time,Others
Zambia,,Tablet - FDC,40761,435327.48,10.68,0.18,4221.0,17549.81,696.52,On time,India
Zambia,,Tablet,52864,188724.48,3.57,0.06,5989.0,19590.04,301.96,On time,India
Zimbabwe,,Tablet,500,1835.0,3.67,0.06,47.0,707.4,2.94,On time,India
Nigeria,Air,Others,400,6400.0,16.0,0.18,38.0,1161.13,10.24,On time,India
Mozambique,Air,Tablet - FDC,24140,48280.0,2.0,0.07,1434.0,3682.34,77.25,On time,India
Côte d'Ivoire,Air,Tablet - FDC,3300,146850.0,44.5,0.74,2143.0,10137.04,234.96,On time,Others
Zambia,Truck,Tablet,9943,33806.2,3.4,0.06,,,54.09,On time,India
Zambia,Air,Others,900,14400.0,16.0,0.18,109.0,919.66,23.04,On time,India
Mozambique,Air,Tablet - FDC,50000,100000.0,2.0,0.07,3584.0,8405.91,160.0,On time,India
Uganda,Air,Tablet - FDC,3930,80565.0,20.5,0.34,,,128.9,On time,India
Côte d'Ivoire,Air,Others,14000,24500.0,1.75,0.03,989.0,3452.0,39.2,On time,India
Côte d'Ivoire,Air,Others,3996,6993.0,1.75,0.03,,,11.19,On time,India
Côte d'Ivoire,Air,Others,4077,69186.69,16.97,0.09,1554.0,4963.0,110.7,On time,Others
Haiti,Air,Others,100,224.0,2.24,0.07,,,0.36,On time,India
Côte d'Ivoire,Air,Tablet - FDC,995,69650.0,70.0,1.17,219.0,1392.0,111.44,On time,Others
Côte d'Ivoire,Air,Tablet,993,40812.3,41.1,0.34,217.0,3499.1,65.3,On time,Others
Zambia,,Tablet,96,1872.0,19.5,0.65,5.0,636.52,3.0,On time,India
Zambia,Air,Tablet,84,1043.28,12.42,0.41,,,1.67,On time,India
Nigeria,Air,Tablet - FDC,215,2296.2,10.68,0.18,,,3.67,On time,India
Nigeria,Air,Others,965,5983.0,6.2,0.03,,,9.57,On time,India
Zambia,,Others,630,25893.0,41.1,0.14,83.0,4522.03,41.43,On time,Others
Rwanda,Air,Test kit,405,29155.95,71.99,0.72,130.0,3187.18,46.65,On time,Others
Ethiopia,Air,Tablet - FDC,9692,92074.0,9.5,0.16,1215.0,6346.22,147.32,On time,India
Haiti,Air,Others,3000,6450.0,2.15,0.01,2584.0,26877.3,10.32,Delivered Early,India
Nigeria,Air,Tablet - FDC,2925,21645.0,7.4,0.12,,,34.63,On time,India
Haiti,Air,Others,120,180.0,1.5,0.02,,,0.29,Delivered Early,India
Côte d'Ivoire,Air,Tablet - FDC,29593,281133.5,9.5,0.16,10877.0,30167.0,449.81,On time,India
Rwanda,Air,Others,392,842.8,2.15,0.04,29.0,1372.38,1.35,On time,India
Tanzania,Air,Tablet,1128,31053.84,27.53,0.46,,,49.69,On time,India
Côte d'Ivoire,,Test kit,710,53960.0,76.0,1.9,771.0,3256.0,86.34,On time,
Côte d'Ivoire,Air,Tablet,12107,497597.7,41.1,0.34,2647.0,9307.0,796.16,On time,Others
Zambia,Air,Tablet,66667,828004.14,12.42,0.41,5253.0,18856.33,1324.81,On time,Others
Uganda,,Tablet - FDC,2883,27388.5,9.5,0.16,,,43.82,On time,India
Zimbabwe,Truck,Test kit,5693,113860.0,20.0,0.8,1740.0,8008.65,182.18,On time,Others
Haiti,Air,Tablet - FDC,7558,71423.1,9.45,0.16,2166.0,20578.2,114.28,On time,India
Haiti,Air,Tablet,19740,237077.4,12.01,0.4,2941.0,31051.3,379.32,On time,India
Tanzania,Air,Tablet - FDC,5809,54895.05,9.45,0.16,,,87.83,On time,India
Guyana,,Others,152,1.52,0.01,0.0,45.0,798.59,0.0,On time,Others
Mozambique,Air,Tablet - FDC,90955,673067.0,7.4,0.12,16579.0,8654.7,1076.91,On time,India
Nigeria,Air,Tablet,84,3452.4,41.1,0.34,,,5.52,On time,Others
Nigeria,Air,Tablet,4,105.2,26.3,0.44,,,0.17,On time,Others
Haiti,Air,Others,2112,4055.04,1.92,0.01,,,6.49,On time,India
Zambia,,Tablet,32358,110017.2,3.4,0.06,3146.0,13332.0,176.03,On time,India
Nigeria,Air,Tablet,2100,6090.0,2.9,0.05,153.0,1280.91,9.74,On time,India
Nigeria,Air,Tablet - FDC,14277,134917.65,9.45,0.16,2033.0,15307.62,215.87,On time,India
Zambia,Truck,Tablet,27662,94050.8,3.4,0.06,4128.0,6539.8,150.48,On time,India
Haiti,Air,Test kit,10,720.0,72.0,0.72,,,1.15,On time,Others
Kenya,Truck,Test kit,1550,123984.5,79.99,0.8,,,198.38,On time,Others
